"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","Class"
"36",0.438544098303568,0.438544098450312,0.438544093860187,0.438544090017708,0.438544107341145,0.438544101809818,0.438544092481604,0.438544091242737,0.438544102081834,0.438544098303568,0.438544100247746,0.438544091242737,0.438544105944506,0.438544101809818,0.438544101809818,0.438544105944506,0.438544091242737,0.438544100247746,0.593574542861547,0.59357454291224,0.593574541326151,0.593574539998405,0.593574545984427,0.593574544073083,0.593574540849781,0.59357454042171,0.593574544167103,0.593574542861547,0.593574543533327,0.59357454042171,0.593574545501806,0.593574544073083,0.593574544073083,0.593574545501806,0.59357454042171,0.593574543533327,0.537901350760632,0.53790135093891,0.537901345362597,0.537901340694615,0.537901361739863,0.537901355020177,0.537901343687851,0.537901342182821,0.537901355350628,0.537901350760632,0.537901353122511,0.537901342182821,0.537901360043179,0.537901355020177,0.537901355020177,0.537901360043179,0.537901342182821,0.537901353122511,0.747966705589046,0.747966705670774,0.747966703114006,0.747966700973688,0.74796671062314,0.747966707542101,0.747966702346109,0.747966701656043,0.747966707693626,0.747966705589046,0.747966706672002,0.747966701656043,0.747966709845189,0.747966707542101,0.747966707542101,0.747966709845189,0.747966701656043,0.747966706672002,0.892090989155531,0.991852278240649,0.884272491798671,0.772498809189823,0.660695409894855,1
"37",0.438512082954761,0.438512083101491,0.438512078511665,0.438512074669434,0.438512091991747,0.43851208646078,0.438512077133177,0.438512075894392,0.438512086732777,0.438512082954761,0.438512084898807,0.438512075894392,0.438512090595195,0.43851208646078,0.43851208646078,0.438512090595195,0.438512075894392,0.438512084898807,0.593528946810745,0.59352894686143,0.593528945275523,0.593528943947897,0.593528949933291,0.593528948022194,0.593528944799195,0.593528944371158,0.593528948116167,0.593528946810745,0.593528947482491,0.593528944371158,0.593528949450746,0.593528948022194,0.593528948022194,0.593528949450746,0.593528944371158,0.593528947482491,0.537887951653284,0.537887951831546,0.537887946255448,0.537887941587615,0.537887962632155,0.537887955912691,0.537887944580742,0.537887943075761,0.537887956243129,0.537887951653284,0.537887954015073,0.537887943075761,0.537887960935517,0.537887955912691,0.537887955912691,0.537887960935517,0.537887943075761,0.537887954015073,0.747936594169515,0.747936594251228,0.747936591694956,0.747936589555051,0.747936599202682,0.747936596122235,0.74793659092719,0.747936590237264,0.747936596273728,0.747936594169515,0.747936595252298,0.747936590237264,0.747936598424865,0.747936596122235,0.747936596122235,0.747936598424865,0.747936590237264,0.747936595252298,0.892138651563195,0.992209436105972,0.884041607281162,0.772451146800214,0.660647747417628,1
"39",0.481564454964752,0.481564455123728,0.481564450150966,0.481564445988182,0.481564464755709,0.481564458763293,0.481564448657467,0.481564447315319,0.481564459057979,0.481564454964752,0.481564457071,0.481564447315319,0.48156446324265,0.481564458763293,0.481564458763293,0.48156446324265,0.481564447315319,0.481564457071,0.655662219156352,0.655662219216414,0.655662217338584,0.655662215766629,0.655662222853639,0.655662220590772,0.655662216774599,0.655662216267781,0.655662220702056,0.655662219156352,0.655662219951734,0.655662216267781,0.655662222282275,0.655662220590772,0.655662220590772,0.655662222282275,0.655662216267781,0.655662219951734,0.550160159978551,0.550160160161693,0.550160154433022,0.550160149637467,0.550160171257826,0.550160164354507,0.550160152712505,0.550160151166341,0.550160164693986,0.550160159978551,0.550160162404961,0.550160151166341,0.550160169514772,0.550160164354507,0.550160164354507,0.550160169514772,0.550160151166341,0.550160162404961,0.771293526627885,0.771293526718029,0.771293523898389,0.771293521538011,0.771293532179531,0.77129352878172,0.771293523051536,0.771293522290528,0.771293528948811,0.771293526627885,0.771293527822157,0.771293522290528,0.771293531321581,0.77129352878172,0.77129352878172,0.771293531321581,0.771293522290528,0.771293527822157,0.813343214601143,0.92514661347613,0.95644174879848,0.849056820468806,0.739443190240099,0
"40",0.467985815271214,0.467985815426229,0.467985810578204,0.46798580651991,0.467985824816558,0.467985818974479,0.467985809122206,0.467985807813719,0.467985819261768,0.467985815271214,0.467985817324649,0.467985807813719,0.467985823341488,0.467985818974479,0.467985818974479,0.467985823341488,0.467985807813719,0.467985817324649,0.635784923120952,0.635784923177856,0.635784921396642,0.635784919905608,0.635784926628002,0.63578492448153,0.635784920861747,0.635784920380949,0.635784924587106,0.635784923120952,0.635784923875395,0.635784920380949,0.635784926086024,0.63578492448153,0.63578492448153,0.635784926086024,0.635784920380949,0.635784923875395,0.546387912859815,0.546387913041468,0.546387907359965,0.546387902603916,0.546387924046134,0.546387917199708,0.546387905653662,0.546387904120175,0.546387917536405,0.546387912859815,0.546387915266219,0.546387904120175,0.546387922317444,0.546387917199708,0.546387917199708,0.546387922317444,0.546387904120175,0.546387915266219,0.76403421095024,0.76403421103768,0.764034208302956,0.764034206013538,0.764034216334893,0.764034213039319,0.764034207481557,0.764034206743394,0.764034213201289,0.76403421095024,0.764034212108672,0.764034206743394,0.764034215502723,0.764034213039319,0.764034213039319,0.764034215502723,0.764034206743394,0.764034212108672,0.837823563489103,0.949603091487352,0.927503903208528,0.822331432533624,0.714962841182188,0
"41",0.440967095538344,0.4409670956857,0.440967091075954,0.440967087217057,0.440967104614537,0.440967099059574,0.440967089691494,0.440967088447329,0.440967099332744,0.440967095538344,0.440967097490816,0.440967088447329,0.440967103211928,0.440967099059574,0.440967099059574,0.440967103211928,0.440967088447329,0.440967097490816,0.596904820626009,0.596904820677121,0.59690481907837,0.596904817739992,0.596904823773846,0.596904821847254,0.59690481859818,0.596904818166684,0.596904821942007,0.596904820626009,0.596904821303188,0.596904818166684,0.596904823287387,0.596904821847254,0.596904821847254,0.596904823287387,0.596904818166684,0.596904821303188,0.538939201696862,0.538939201875538,0.538939196286728,0.538939191608259,0.538939212700737,0.538939205965975,0.538939194608201,0.538939193099804,0.538939206297158,0.538939201696862,0.53893920406404,0.538939193099804,0.538939211000241,0.538939205965975,0.538939205965975,0.538939211000241,0.538939193099804,0.53893920406404,0.749867391869191,0.749867391951539,0.749867389375578,0.749867387219193,0.749867396941112,0.749867393836939,0.749867388601895,0.749867387906663,0.749867393989608,0.749867391869191,0.749867392960312,0.749867387906663,0.74986739615732,0.749867393836939,0.749867393836939,0.74986739615732,0.749867387906663,0.749867392960312,0.888127036911816,0.993557178691215,0.888246769169647,0.776462763065557,0.664659363367157,1
"42",0.438015911189198,0.438015911335802,0.438015906750097,0.438015902911315,0.438015920218084,0.438015914692077,0.438015905372834,0.438015904135155,0.438015914963837,0.438015911189198,0.438015913131511,0.438015904135155,0.438015918822794,0.438015914692077,0.438015914692077,0.438015918822794,0.438015904135155,0.438015913131511,0.5928401647054,0.592840164756011,0.59284016317278,0.592840161847435,0.592840167822648,0.592840165914762,0.592840162697277,0.592840162269971,0.592840166008602,0.5928401647054,0.592840165375979,0.592840162269971,0.592840167340906,0.592840165914762,0.592840165914762,0.592840167340906,0.592840162269971,0.592840165375979,0.537679896345544,0.537679896523728,0.537679890950134,0.53767988628441,0.537679907319449,0.537679900603022,0.537679889276195,0.537679887771895,0.53767990093331,0.537679896345544,0.537679898706269,0.537679887771895,0.537679905623586,0.537679900603022,0.537679900603022,0.537679905623586,0.537679887771895,0.537679898706269,0.747553894993598,0.747553895075182,0.747553892522813,0.747553890386171,0.747553900019005,0.747553896943262,0.747553891756248,0.74755389106736,0.747553897094529,0.747553894993598,0.747553896074664,0.74755389106736,0.747553899242408,0.747553896943262,0.747553896943262,0.747553899242408,0.74755389106736,0.747553896074664,0.892945832175597,0.99188631653942,0.883100818350396,0.771584337702935,0.659840566696029,0
"43",0.447602947781199,0.447602947930396,0.44760294326334,0.447602939356481,0.447602956970235,0.447602951346213,0.447602941861667,0.447602940602024,0.447602951622767,0.447602947781199,0.447602949757944,0.447602940602024,0.447602955550184,0.447602951346213,0.447602951346213,0.447602955550184,0.447602940602024,0.447602949757944,0.606351249020413,0.606351249072897,0.606351247431652,0.606351246057728,0.606351252251874,0.606351250274094,0.606351246938715,0.606351246495761,0.606351250371378,0.606351249020413,0.606351249715578,0.606351246495761,0.606351251752484,0.606351250274094,0.606351250274094,0.606351251752484,0.606351246495761,0.606351249715578,0.54104733524207,0.541047335421559,0.541047329806973,0.541047325106919,0.541047346296681,0.541047339530873,0.541047328120705,0.54104732660535,0.541047339863572,0.54104733524207,0.541047337620162,0.54104732660535,0.541047344588347,0.541047339530873,0.541047339530873,0.541047344588347,0.54104732660535,0.541047337620162,0.753794650359986,0.753794650443673,0.753794647826039,0.75379464563478,0.753794655513945,0.753794652359544,0.75379464703987,0.753794646333371,0.753794652514655,0.753794650359986,0.753794651468726,0.753794646333371,0.75379465471746,0.753794652359544,0.753794652359544,0.75379465471746,0.753794646333371,0.753794651468726,0.876204037278528,0.986188256121434,0.897719623963208,0.787928503787597,0.676582366138609,0
"44",0.463241545182678,0.463241545336213,0.463241540533646,0.463241536513344,0.46324155463853,0.463241548851208,0.463241539091264,0.463241537795059,0.463241549135806,0.463241545182678,0.463241547216832,0.463241537795059,0.463241553177259,0.463241548851208,0.463241548851208,0.463241553177259,0.463241537795059,0.463241547216832,0.62855489656216,0.628554896617715,0.62855489487996,0.628554893425259,0.628554899983653,0.628554897889578,0.628554894358048,0.628554893889032,0.628554897992556,0.62855489656216,0.628554897298196,0.628554893889032,0.62855489945491,0.628554897889578,0.628554897889578,0.62855489945491,0.628554893889032,0.628554897298196,0.54644836104153,0.546448361223157,0.546448355541698,0.546448350785663,0.546448372227846,0.546448365381417,0.54644835383535,0.546448352301936,0.546448365718101,0.54644836104153,0.546448363447944,0.546448352301936,0.546448370499157,0.546448365381417,0.546448365381417,0.546448370499157,0.546448352301936,0.546448363447944,0.764022560903732,0.764022560991053,0.764022558259659,0.764022555973162,0.764022566281626,0.764022562990164,0.76402255743932,0.764022556702121,0.764022563152026,0.764022560903732,0.764022562060634,0.764022556702121,0.764022565450549,0.764022562990164,0.764022562990164,0.764022565450549,0.764022556702121,0.764022562060634,0.849091226751361,0.960315878654905,0.926339345367228,0.815498576431155,0.70369517737846,0
"45",0.444667578725329,0.444667578873723,0.444667574231234,0.44466757034493,0.444667587865988,0.444667582271568,0.444667572836941,0.444667571583933,0.444667582546674,0.444667578725329,0.444667580691663,0.444667571583933,0.444667586453421,0.444667582271568,0.444667582271568,0.444667586453421,0.444667571583933,0.444667580691663,0.602256659455985,0.602256659507933,0.602256657883204,0.602256656523089,0.602256662654967,0.602256660697065,0.602256657395211,0.602256656956711,0.602256660793363,0.602256659455985,0.602256660144156,0.602256656956711,0.60225666216061,0.602256660697065,0.602256660697065,0.60225666216061,0.602256656956711,0.602256660144156,0.539862317294274,0.539862317473311,0.539862311873143,0.539862307185159,0.539862328320516,0.539862321572064,0.539862310191203,0.539862308679743,0.539862321903917,0.539862317294274,0.539862319666266,0.539862308679743,0.539862326616565,0.539862321572064,0.539862321572064,0.539862326616565,0.539862308679743,0.539862319666266,0.751598475266367,0.751598475349309,0.75159847275469,0.751598470582685,0.751598480375008,0.75159847724835,0.751598471975405,0.751598471275136,0.751598477402119,0.751598475266367,0.751598476365369,0.751598471275136,0.751598479585546,0.75159847724835,0.75159847724835,0.751598479585546,0.751598471275136,0.751598476365369,0.881047692936929,0.989778722061261,0.892556498034384,0.782731862895949,0.671738709076488,0
"47",0.439175873487558,0.439175873634463,0.439175869039122,0.439175865192288,0.439175882535416,0.439175876997803,0.439175867658968,0.439175866418696,0.439175877270129,0.439175873487558,0.439175875433936,0.439175866418696,0.439175881137199,0.439175876997803,0.439175876997803,0.439175881137199,0.439175866418696,0.439175875433936,0.594453028633596,0.594453028684394,0.594453027094744,0.594453025764084,0.594453031763493,0.594453029847925,0.594453026617318,0.594453026188288,0.594453029942099,0.594453028633596,0.594453029306944,0.594453026188288,0.594453031279826,0.594453029847925,0.594453029847925,0.594453031279826,0.594453026188288,0.594453029306944,0.538149144787202,0.538149144965541,0.538149139386299,0.53814913471578,0.538149155772328,0.538149149049007,0.538149137710646,0.538149136204775,0.538149149379669,0.538149144787202,0.538149147150318,0.538149136204775,0.538149154074675,0.538149149049007,0.538149149049007,0.538149154074675,0.538149136204775,0.538149147150318,0.748420117520442,0.748420117602287,0.748420115041029,0.748420112896818,0.748420122563523,0.748420119476974,0.748420114271672,0.748420113580392,0.748420119628766,0.748420117520442,0.748420118605276,0.748420113580392,0.748420121784176,0.748420119476974,0.748420119476974,0.748420121784176,0.748420113580392,0.748420118605276,0.89102320200797,0.992080512828936,0.885147472026506,0.773566596824052,0.661763197302153,1
"48",0.436965938069974,0.436965938216299,0.436965933639337,0.436965929807878,0.436965947081638,0.436965941566169,0.436965932264699,0.436965931029383,0.436965941837413,0.436965938069974,0.43696594000858,0.436965931029383,0.436965945689011,0.436965941566169,0.436965941566169,0.436965945689011,0.436965931029383,0.43696594000858,0.591372073937746,0.591372073988156,0.591372072411074,0.591372071090873,0.591372077042894,0.591372075142412,0.591372071937418,0.591372071511772,0.591372075235888,0.591372073937746,0.591372074605722,0.591372071511772,0.591372076563023,0.591372075142412,0.591372075142412,0.591372076563023,0.591372071511772,0.591372074605722,0.537291826236795,0.53729182641483,0.537291820845915,0.537291816184106,0.537291837201492,0.537291830490702,0.53729181917338,0.53729181767034,0.537291830820714,0.537291826236795,0.537291828595536,0.53729181767034,0.537291835507054,0.537291830490702,0.537291830490702,0.537291835507054,0.53729181767034,0.537291828595536,0.746843773862729,0.746843773944082,0.746843771398868,0.746843769268217,0.746843778874043,0.746843775806926,0.746843770634455,0.746843769947492,0.746843775957771,0.746843773862729,0.74684377494076,0.746843769947492,0.746843778099622,0.746843775806926,0.746843775806926,0.746843778099622,0.746843769947492,0.74684377494076,0.894760642875553,0.991159551149381,0.881624837241055,0.769829155003014,0.658025755632216,1
"49",0.438242322978828,0.438242323125514,0.438242318537155,0.438242314696156,0.438242332012921,0.438242326483723,0.438242317159106,0.438242315920718,0.438242326755634,0.438242322978828,0.438242324922252,0.438242315920718,0.438242330616817,0.438242326483723,0.438242326483723,0.438242330616817,0.438242315920718,0.438242324922252,0.59322657937317,0.593226579423864,0.593226577837656,0.593226576509786,0.593226582496311,0.593226580584855,0.593226577361241,0.593226576933123,0.593226580678842,0.59322657937317,0.593226580045047,0.593226576933123,0.593226582013675,0.593226580584855,0.593226580584855,0.593226582013675,0.593226576933123,0.593226580045047,0.537604845632758,0.537604845810915,0.537604840238169,0.537604835573145,0.537604856605019,0.537604849889602,0.537604838564473,0.537604837060394,0.537604850219836,0.537604845632758,0.537604847993123,0.537604837060394,0.537604854909402,0.537604849889602,0.537604849889602,0.537604854909402,0.537604837060394,0.537604847993123,0.747427979220939,0.747427979302491,0.747427976751081,0.747427974615243,0.747427984244529,0.74742798116994,0.747427975984778,0.747427975296162,0.747427981321139,0.747427979220939,0.747427980301655,0.747427975296162,0.74742798346819,0.74742798116994,0.74742798116994,0.74742798346819,0.747427975296162,0.747427980301655,0.892321916596058,0.990254536552388,0.883071626411319,0.772085524346736,0.66046448219471,1
"52",0.466490245512089,0.466490245667296,0.466490240812276,0.466490236748055,0.466490255071227,0.466490249220694,0.466490239354136,0.466490238043769,0.466490249508396,0.466490245512089,0.466490247568462,0.466490238043769,0.466490253593992,0.466490249220694,0.466490249220694,0.466490253593992,0.466490238043769,0.466490247568462,0.635491322081759,0.63549132213984,0.635491320323158,0.635491318802394,0.635491325658637,0.63549132346946,0.63549131977754,0.635491319287228,0.63549132357712,0.635491322081759,0.635491322851221,0.635491319287228,0.635491325105884,0.63549132346946,0.63549132346946,0.635491325105884,0.635491319287228,0.635491322851221,0.541034023870153,0.541034024049851,0.54103401842889,0.5410340137235,0.541034034937346,0.541034028163825,0.541034016740719,0.54103401522363,0.54103402849692,0.541034023870153,0.541034026250945,0.54103401522363,0.541034033227063,0.541034028163825,0.541034028163825,0.541034033227063,0.54103401522363,0.541034026250945,0.754861596155994,0.754861596240978,0.754861593582778,0.754861591357548,0.754861601389784,0.754861598186525,0.754861592784413,0.754861592066971,0.754861598344045,0.754861596155994,0.754861597281894,0.754861592066971,0.754861600580972,0.754861598186525,0.754861598186525,0.754861600580972,0.754861592066971,0.754861597281894,0.832808755562491,0.923426896171245,0.913626006540677,0.819326879595213,0.719977648700702,0
"54",0.486707043059346,0.486707043219884,0.486707038198254,0.486707033994566,0.486707052946509,0.486707046895211,0.486707036690085,0.486707035334751,0.486707047192796,0.486707043059346,0.48670704518629,0.486707035334751,0.486707051418588,0.486707046895211,0.486707046895211,0.486707051418588,0.486707035334751,0.48670704518629,0.663318975366866,0.663318975428165,0.663318973511354,0.66331897190677,0.663318979140879,0.663318976831049,0.663318972935661,0.663318972418328,0.663318976944644,0.663318975366866,0.663318976178749,0.663318972418328,0.663318978557663,0.663318976831049,0.663318976831049,0.663318978557663,0.663318972418328,0.663318976178749,0.551516211281519,0.551516211465196,0.55151620571974,0.551516200910147,0.551516222593813,0.55151621567028,0.551516203994189,0.551516202443494,0.551516216010763,0.551516211281519,0.551516213715034,0.551516202443494,0.551516220845661,0.55151621567028,0.55151621567028,0.551516220845661,0.551516202443494,0.551516213715034,0.773872238647321,0.773872238738394,0.773872235889366,0.773872233504395,0.773872244256834,0.773872240823615,0.773872235033695,0.773872234264741,0.773872240992444,0.773872238647321,0.77387223985404,0.773872234264741,0.773872243389956,0.773872240823615,0.773872240823615,0.773872243389956,0.773872234264741,0.77387223985404,0.804157271769296,0.915960670644283,0.970324309492694,0.860432531605735,0.748629132819605,0
"57",0.50113261401546,0.501132614180815,0.501132609013025,0.501132604687801,0.501132624189267,0.501132617962492,0.501132607461617,0.50113260606662,0.501132618268858,0.50113261401546,0.50113261620414,0.50113260606662,0.5011326226171,0.501132617962492,0.501132617962492,0.5011326226171,0.50113260606662,0.50113261620414,0.685841479767854,0.685841479833731,0.685841477775736,0.685841476053634,0.685841483818083,0.685841481339205,0.685841477158062,0.685841476603302,0.685841481460996,0.685841479767854,0.685841480638925,0.685841476603302,0.685841483192371,0.685841481339205,0.685841481339205,0.685841483192371,0.685841476603302,0.685841480638925,0.55173002446952,0.551730024653381,0.551730018904209,0.551730014091473,0.551730035788796,0.551730028860832,0.55173001717756,0.551730015625888,0.551730029201542,0.55173002446952,0.551730026904582,0.551730015625888,0.551730034039427,0.551730028860832,0.551730028860832,0.551730034039427,0.551730015625888,0.551730026904582,0.77444549283002,0.774445492921601,0.774445490061079,0.774445487666728,0.774445498461866,0.774445495014795,0.774445489201853,0.774445488430311,0.774445495184732,0.77444549283002,0.774445494041699,0.774445488430311,0.774445497591738,0.774445495014795,0.774445495014795,0.774445497591738,0.774445488430311,0.774445494041699,0.771890255124774,0.883693653999615,0.98583135643267,0.889725507570156,0.780896149817117,0
"58",0.477873367552492,0.477873367710364,0.477873362769895,0.477873358634147,0.477873377279939,0.477873371326336,0.477873361286083,0.477873359952618,0.477873371619156,0.477873367552492,0.477873369645068,0.477873359952618,0.477873375776762,0.477873371326336,0.477873371326336,0.477873375776762,0.477873359952618,0.477873369645068,0.650494405298943,0.650494405358305,0.650494403499135,0.65049440194261,0.650494408959663,0.650494406719131,0.650494402940703,0.650494402438905,0.650494406829321,0.650494405298943,0.650494406086487,0.650494402438905,0.650494408393914,0.650494406719131,0.650494406719131,0.650494408393914,0.650494402438905,0.650494406086487,0.54795611124007,0.547956111422359,0.547956105720346,0.547956100947038,0.547956122466919,0.547956115595663,0.547956104007787,0.547956102468842,0.547956115933524,0.54795611124007,0.547956113655175,0.547956102468842,0.547956120731902,0.547956115595663,0.547956115595663,0.547956120731902,0.547956102468842,0.547956113655175,0.767208624056944,0.767208624145672,0.76720862136966,0.767208619045858,0.76720862952258,0.767208626177461,0.767208620536033,0.767208619786671,0.767208626342017,0.767208624056944,0.76720862523265,0.767208619786671,0.767208628678006,0.767208626177461,0.767208626177461,0.767208628678006,0.767208619786671,0.76720862523265,0.817683060672876,0.929486459547842,0.941542897611473,0.839516065511584,0.735103343792251,0
"59",0.481201651271914,0.481201651431289,0.481201646445752,0.481201642272267,0.481201661088071,0.481201655080223,0.481201644948397,0.481201643602802,0.481201655375704,0.481201651271914,0.481201653383586,0.481201643602802,0.481201659571121,0.481201655080223,0.481201655080223,0.481201659571121,0.481201643602802,0.481201653383586,0.657098873490993,0.657098873552816,0.65709887161857,0.657098869999388,0.657098877299391,0.657098874968485,0.657098871037661,0.657098870515614,0.657098875083132,0.657098873490993,0.657098874310281,0.657098870515614,0.657098876710866,0.657098874968485,0.657098874968485,0.657098876710866,0.657098870515614,0.657098874310281,0.542559783290069,0.542559783470307,0.542559777832296,0.542559773112697,0.542559794390724,0.542559787596721,0.542559776139061,0.542559774617341,0.54255978793085,0.542559783290069,0.542559785678027,0.542559774617341,0.542559792675272,0.542559787596721,0.542559787596721,0.542559792675272,0.542559774617341,0.542559785678027,0.75743814836542,0.757438148451043,0.757438145772399,0.757438143530061,0.757438153639429,0.757438150411533,0.757438144967925,0.757438144244915,0.757438150570271,0.75743814836542,0.757438149499997,0.757438144244915,0.75743815282443,0.757438150411533,0.757438150411533,0.75743815282443,0.757438144244915,0.757438149499997,0.800122527388977,0.911916280481113,0.916513993376567,0.839337466776144,0.752663876967129,0
"60",0.473110511932973,0.473110512089672,0.473110507188723,0.473110503086118,0.473110521582537,0.473110515676665,0.473110505716821,0.473110504394051,0.473110515967091,0.473110511932973,0.473110514008832,0.473110504394051,0.473110520091365,0.473110515676665,0.473110515676665,0.473110520091365,0.473110504394051,0.473110514008832,0.643986467853524,0.643986467912225,0.643986466073922,0.64398646453506,0.643986471472986,0.643986469257722,0.643986465521864,0.643986465025661,0.643986469366666,0.643986467853524,0.643986468632142,0.643986465025661,0.643986470913612,0.643986469257722,0.643986469257722,0.643986470913612,0.643986465025661,0.643986468632142,0.545357073959404,0.545357074140681,0.545357068470926,0.545357063724674,0.54535708512267,0.545357078290355,0.545357066768122,0.545357065237816,0.545357078626346,0.545357073959404,0.545357076360868,0.545357065237816,0.545357083397539,0.545357078290355,0.545357078290355,0.545357083397539,0.545357065237816,0.545357076360868,0.762258363835432,0.762258363922396,0.762258361202732,0.762258358925939,0.762258369190449,0.762258365913032,0.762258360385855,0.762258359651768,0.762258366074096,0.762258363835432,0.762258364987485,0.762258359651768,0.762258368362854,0.762258365913032,0.762258365913032,0.762258368362854,0.762258359651768,0.762258364987485,0.824134749473933,0.935922693998285,0.92484580799865,0.830378236230146,0.728651655173235,0
"61",0.486531297310866,0.48653129747147,0.486531292452103,0.486531288250324,0.486531307193878,0.486531301145225,0.486531290944565,0.486531289589965,0.486531301442476,0.486531297310866,0.486531299436933,0.486531289589965,0.486531305666514,0.486531301145225,0.486531301145225,0.486531305666514,0.486531289589965,0.486531299436933,0.663007272957292,0.663007273018504,0.663007271103971,0.663007269501338,0.66300727672651,0.663007274419656,0.663007270529032,0.66300727001266,0.663007274532909,0.663007272957292,0.663007273768153,0.66300727001266,0.663007276144216,0.663007274419656,0.663007274419656,0.663007276144216,0.66300727001266,0.663007273768153,0.551495569161103,0.551495569345024,0.551495563599481,0.551495558790179,0.551495580473274,0.551495573550044,0.551495561873911,0.551495560323199,0.551495573890368,0.551495569161103,0.551495571594716,0.551495560323199,0.551495578724964,0.551495573550044,0.551495573550044,0.551495578724964,0.551495560323199,0.551495571594716,0.773858512606565,0.773858512697694,0.773858509848082,0.773858507462508,0.773858518217228,0.773858514783386,0.773858508992208,0.773858508223046,0.773858514952001,0.773858512606565,0.773858513813327,0.773858508223046,0.773858517350165,0.773858514783386,0.773858514783386,0.773858517350165,0.773858508223046,0.773858513813327,0.804438472285811,0.916241103882637,0.969465960979838,0.859519955034932,0.748347932282234,0
"62",0.498828069409758,0.498828069574149,0.49882806442933,0.498828060122421,0.498828079539723,0.498828073339807,0.498828062884066,0.498828061495444,0.498828073644697,0.498828069409758,0.498828071588847,0.498828061495444,0.49882807797423,0.498828073339807,0.498828073339807,0.49882807797423,0.498828061495444,0.498828071588847,0.682396359647632,0.682396359712902,0.682396357672537,0.682396355964573,0.682396363664961,0.682396361206228,0.682396357059766,0.682396356509065,0.682396361327266,0.682396359647632,0.682396360511872,0.682396356509065,0.682396363044179,0.682396361206228,0.682396361206228,0.682396363044179,0.682396356509065,0.682396360511872,0.550673460485535,0.550673460669059,0.550673454932307,0.550673450129875,0.550673471780784,0.550673464867755,0.550673453209254,0.550673451661003,0.550673465207622,0.550673460485535,0.550673462915454,0.550673451661003,0.550673470035289,0.550673464867755,0.550673464867755,0.550673470035289,0.550673451661003,0.550673462915454,0.772579895281415,0.772579895372187,0.77257989252918,0.772579890149253,0.772579900879176,0.77257989745306,0.772579891675274,0.772579890907864,0.77257989762152,0.772579895281415,0.772579896485496,0.772579890907864,0.772579900014088,0.77257989745306,0.77257989745306,0.772579900014088,0.772579890907864,0.772579896485496,0.774955920629494,0.88675931950447,0.981001821143822,0.88218346788852,0.777830484274784,0
"64",0.48069960203801,0.48069960219676,0.480699597230364,0.480699593072907,0.480699611816452,0.480699605831703,0.48069959573879,0.48069959439835,0.480699606126017,0.48069960203801,0.480699604141562,0.48069959439835,0.480699610305352,0.480699605831703,0.480699605831703,0.480699610305352,0.48069959439835,0.480699604141562,0.654598960660878,0.654598960720883,0.654598958843043,0.654598957271017,0.654598964358262,0.654598962095295,0.654598958279012,0.654598957772152,0.654598962206604,0.654598960660878,0.654598961456277,0.654598957772152,0.654598963786887,0.654598962095295,0.654598962095295,0.654598963786887,0.654598957772152,0.654598961456277,0.549146234905317,0.549146235088068,0.549146229371666,0.549146224586389,0.549146246160389,0.549146239271867,0.549146227654796,0.54914622611202,0.549146239610582,0.549146234905317,0.549146237326497,0.54914622611202,0.549146244421058,0.549146239271867,0.549146239271867,0.549146244421058,0.54914622611202,0.549146237326497,0.769408838315672,0.769408838405184,0.769408835605795,0.769408833262444,0.7694088438274,0.76940884045401,0.769408834765062,0.769408834009542,0.769408840619974,0.769408838315672,0.769408839501382,0.769408834009542,0.769408842975666,0.76940884045401,0.76940884045401,0.769408842975666,0.769408834009542,0.769408839501382,0.813462997291902,0.925266396166921,0.949387524333559,0.846530414785807,0.739323407114816,0
"66",0.444218888036254,0.444218888184521,0.444218883546522,0.444218879663955,0.444218897168149,0.4442188915791,0.444218882153525,0.444218880901752,0.444218891853976,0.444218888036254,0.444218890000719,0.444218880901752,0.444218895756949,0.4442188915791,0.4442188915791,0.444218895756949,0.444218880901752,0.444218890000719,0.601557151454752,0.601557151506542,0.601557149886287,0.601557148529958,0.6015571546449,0.601557152692429,0.60155714939965,0.601557148962375,0.601557152788454,0.601557151454752,0.601557152141039,0.601557148962375,0.601557154151902,0.601557152692429,0.601557152692429,0.601557154151902,0.601557148962375,0.601557152141039,0.539899600360607,0.539899600539644,0.539899594939116,0.539899590250789,0.539899611387601,0.539899604638686,0.539899593257039,0.539899591745478,0.539899604970568,0.539899600360607,0.539899602732749,0.539899591745478,0.53989960968352,0.539899604638686,0.539899604638686,0.53989960968352,0.539899591745478,0.539899602732749,0.751656679587023,0.751656679669973,0.751656677075077,0.751656674902769,0.751656684696292,0.751656681569258,0.751656676295675,0.75165667559531,0.751656681723038,0.751656679587023,0.751656680686168,0.75165667559531,0.75165668390673,0.751656681569258,0.751656681569258,0.75165668390673,0.75165667559531,0.751656680686168,0.882156885583646,0.990130118381225,0.892538180360127,0.782031062293892,0.670629516423563,1
